DATASET_YR,REPRJ_ID,INUN_ID,ADMS,COUNSEL,SAT1_VERB_200_P,SAT1_VERB_300_P,SAT1_VERB_400_P,SAT1_VERB_500_P,SAT1_VERB_600_P,SAT1_VERB_700_P,SAT1_MATH_200_P,SAT1_MATH_300_P,SAT1_MATH_400_P,SAT1_MATH_500_P,SAT1_MATH_600_P,SAT1_MATH_700_P,SAT1_COMP_400_P,SAT1_COMP_600_P,SAT1_COMP_800_P,SAT1_COMP_1000_P,SAT1_COMP_1200_P,SAT1_COMP_1400_P,SAT1_COMP_MEAN,SAT1_COMP_25TH_P,SAT1_COMP_75TH_P,ACT_1_P,ACT_2_P,ACT_3_P,ACT_4_P,ACT_5_P,ACT_6_P,SAT1_VERB_MEAN,SAT1_MATH_MEAN,ACT_MEAN,SAT1_VERB_670_800_P,SAT1_MATH_600_800_P,SUBMIT_P,SUBMIT_SAT1_P,SUBMIT_ACT_P,PLACE_ONLY,ADMS_PLACE,ADMS_COUNSEL,SAT1_VERB_25TH_P,SAT1_VERB_75TH_P,SAT1_MATH_25TH_P,SAT1_MATH_75TH_P,ACT_COMP_25TH_P,ACT_COMP_75TH_P,ACT_WRITING,SAT_NEW,SAT1_WRITING_200_P,SAT1_WRITING_300_P,SAT1_WRITING_400_P,SAT1_WRITING_500_P,SAT1_WRITING_600_P,SAT1_WRITING_700_P,SAT1_WRITING_25TH_P,SAT1_WRITING_75TH_P,SAT1_WRITING_MEAN,ESSAY_ADMIS_ACT,ESSAY_ADMIS_SAT,ESSAY_ADVISING_ACT,ESSAY_ADVISING_SAT,ESSAY_AP_SUBST_ACT,ESSAY_AP_SUBST_SAT,ESSAY_AP_VALID_ACT,ESSAY_AP_VALID_SAT,ESSAY_NO_ACT,ESSAY_NO_SAT,ESSAY_NO_POLICY_ACT,ESSAY_NO_POLICY_SAT,ESSAY_PLACE_ACT,ESSAY_PLACE_SAT,ADMS_OPTIONAL,SAT_ESSAY,ACT_ENG_1_P,ACT_ENG_2_P,ACT_ENG_3_P,ACT_ENG_4_P,ACT_ENG_5_P,ACT_ENG_6_P,ACT_MATH_1_P,ACT_MATH_2_P,ACT_MATH_3_P,ACT_MATH_4_P,ACT_MATH_5_P,ACT_MATH_6_P,ACT_MATH_MEAN,ACT_ENG_MEAN,ACT_MATH_25TH_P,ACT_MATH_75TH_P,ACT_ENG_25TH_P,ACT_ENG_75TH_P,ACT_PLACE,ACT_WRITING_25TH_P,ACT_WRITING_75TH_P,AP_PLACE,CLEP_PLACE,INST_PLACE,SAT1_PLACE,SAT2_PLACE,STATE_PLACE_T,SUBMIT_ACT_N,SUBMIT_SAT1_N,ACT_SCIENCE_25TH_P,ACT_READING_25TH_P,SAT1_COMP_50TH_P,SAT1_VERB_50TH_P,SAT1_MATH_50TH_P,ACT_COMP_50TH_P,ACT_MATH_50TH_P,ACT_ENG_50TH_P,ACT_WRITING_50TH_P,ACT_SCIENCE_50TH_P,ACT_READING_50TH_P,ACT_SCIENCE_75TH_P,ACT_READING_75TH_P,ACT_READING_1_P,ACT_READING_2_P,ACT_READING_3_P,ACT_READING_4_P,ACT_READING_5_P,ACT_READING_6_P,ACT_SCIENCE_1_P,ACT_SCIENCE_2_P,ACT_SCIENCE_3_P,ACT_SCIENCE_4_P,ACT_SCIENCE_5_P,ACT_SCIENCE_6_P
2023,12,5701,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5703,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5705,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5706,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5707,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,1,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5708,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5709,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5710,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5711,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5713,Y,,20,20,20,20,20,,20,20,20,20,20,,20,20,20,20,20,,,,,,,,,,,,,,,,99.9,7,,,,,450,680,550,760,,,,,,,,,,,,,,,,,,,,,,X,X,,,,,,SATB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5714,Y,,17.4,39.1,34.8,4.3,4.3,,8.6,60,17.1,8.6,5.7,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,X,,Regent NY State Exams,,34,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5715,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5716,N,,,,,,,,,,,,,,,,,,,,1095,,,,,,,,,540,560,26,,,94,,,,,,,,,,,,ACTB,,,,,,,,,,,,,,,,,,,X,X,,,,,,SATB,,,,,,,,,,,,,25,27,,,,,X,,,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5718,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,NYS Regents and Math,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5719,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5721,Y,,,1,34,54,11,,,3,33,56,8,,,1,34,58,7,,,,,,,,,,,510,530,,,,97,88,,,,,480,560,470,550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5722,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5723,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5724,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTW,,,,,,,,,,,X,X,X,X,,,,,,,,,X,X,,,,,,,,,,,,,,,,,,,,,X,,,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5725,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5726,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5727,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5729,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,X,,,X,,,X,,NYS Regents,256,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5730,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,X,,,X,,New York State Regents,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5731,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,,,,,,,,,,,,,SRS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5733,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5734,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5735,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,66,60,,,,,,,,15,20,ACTB,,,,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5737,Y,,,,,1.11,15.56,83.33,,,,1.11,10,88.89,,,,1.11,7.78,91.11,1490,1450,1540,,,,,,100,730,760,34,,,100,28,17,,,,710,760,730,790,33,35,,SR,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,1.79,98.21,,,,,12.5,87.5,33,35,31,35,34,36,,,,,,,,,,56,90,31,34,1500,740,770,34,33,35,,33,35,34,36,,,,,,100,,,,,8.9,91.1
2023,12,5739,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.35,,,,,,,,,,,,ACTB,,,,,,,,,,,,,,,,,,,X,X,,,,,,SATB,,,,,,,,,,,,,,,,,,,X,,,,,X,X,,,400,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5740,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5745,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5746,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5747,Y,,,,,,,,,,,,,,,,,,,,,970,1100,,,,,,,,,,,,98,36.7,62.3,,,,470,560,470,560,18,23,ACTB,,,,,,,,,,,,,,,,,,,,,X,X,,,X,SATB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5749,Y,,0.29,0.29,5.14,24.57,53.43,16.29,,,0.87,20.58,55.65,22.9,,,1.43,19.43,60.29,18.57,1280,1210,1360,,,2.74,13.7,52.05,31.51,630,650,30,,,96,58.7,12.25,,,,580,680,610,690,25,30,,SRS1,,,,,,,,,,,,,,,,,,,,,,,,X,,,,7.14,28.57,40,24.29,,,2.82,9.86,61.97,25.35,29,28,25,29,22,29,,,,X,X,X,,,,73,350,25,23,1290,630,650,27,27,25,,28,29,32,33,,,4.23,19.72,25.35,50.7,,1.41,1.41,12.68,47.89,36.62
2023,12,5750,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5751,Y,,,,,4,52,44,,,1,19,48,31,,,,7,57,36,,1260,1430,,,,7,33,60,,,,,,99,22,4,,,,640,720,610,710,28,33,,SRS1,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,10,13,77,,,,13,53,33,,,26,31,30,35,,,,X,,,,,,30,153,,,1340,690,670,32,28,34,,,,,,,,,,,,,,,,,
2023,12,5752,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5753,Y,,,,,,,,,,,,,,,,,,,,,898,970,,,,,,,,,,,,100,49,33,,,,450,540,430,520,16,20,ACTB,,,,,,,,,,,,,,,,,,,,,X,X,,,,SATB,,,,,,,,,,,,,,,15,18,14,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5755,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5757,Y,,,,,,,,,,,,,,,,,,,,,,,,,23,50,27,,,,,,,100,,,,,,,,,,,,ACTB,,,,,,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5758,Y,,,,1,15,58,26,,,1,19,51,29,,,1,12,62,25,,1230,1400,,,1,7,44,48,,,,,,100,45,25,,,,610,700,610,710,26,31,,SR,,,,,,,,,,,,,,,,,,X,X,,,,,X,,,1,2,9,32,56,,,1,11,56,32,,,24,30,25,33,,,,X,,X,,,,1137,2050,,,1310,660,660,29,27,29,,,,,,,,1,7,20,72,,,,,,
2023,12,5759,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5762,Y,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,19,,,,33.3,66.6,,,,,,,,,,ACTB,,,,,,,,,,,,,,,,,,,X,X,,,,,,SATB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5763,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5764,Y,,,,18,18,55,9,,4,18,32,32,14,,,23,27,45,5,1100,1050,1310,,,4,40,44,12,580,530,23,,,100,14,28,,,,570,660,510,620,21,28,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,6,35,33,26,,1,19,40,35,5,,,18,26,20,30,,,,X,,,,,,43,22,21,23,1200,620,570,24,22,26,,24,27,26,30,,,,27,40,33,,,6,40,47,7
2023,12,5766,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,,,,,,,,,,,,ACTB,,,,,,,,,,,X,X,,,,,,,,,,,,,X,SATB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5767,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5768,Y,,,,,,,,,,,,,,,,,,,,,,,,1.35,22.82,43.54,24.47,7.81,,,,,,73,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,0.6,35.14,31.23,26.88,6,,,,,16,,X,,,X,X,X,X,,,666,,,,,,,,,,,,,,,0.2,3.3,20,34.5,25.1,17,,,,,,
2023,12,5769,Y,,,4,35,35,20,6,,6,27,63,12,2,,4,35,47,12,2,,925,1165,,,22,41,30,7,,,,,,100,20,11,,,,455,600,460,560,19,25,ACTC,,,,,,,,,,,X,X,,,,,,,,,,,,,,SATC,,3.7,18.5,51.9,14.8,11.1,,,22,37,41,,,,18,25,19,24,,,,,,X,,,,51,177,,,1050,520,520,22,21,21,,,,,,,,,,,,,,,,,
2023,12,5770,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5771,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5772,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5773,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5774,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5775,Y,,,0.11,15.1,57.88,23.81,3.09,,0.55,17.53,59.98,19.4,2.54,,,15.99,63.18,18.96,1.76,,1030,1180,,,4.64,57.89,31.27,6.19,,,,,,,34,12,,,,510,600,510,590,20,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,X,,,323,907,,,1100,560,540,22,,,,,,,,,,,,,,,,,,,
2023,12,5777,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5779,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5780,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5781,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5782,Y,,,,13.5,34.5,38,14,,,3.3,38,51.7,7,,,5,40,45,40,1190,1040,1270,,,1.4,38.2,41.2,19.2,570,600,25,,,100,8,19,,,,520,660,560,620,22,28,,SRS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.3,41.2,29.4,22.1,,,8.8,30.9,48.5,11.8,25,24,20,28,21,29,,,,,,,,,,,,22,22,,,,,,,,,,27,31,,,,,,,,,,,,
2023,12,5783,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5784,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5787,Y,,,,35,52,13,,,8,39,42,10,1,,,,,,,,,,,,31,55,12,2,520,502,20,,,99,46,52,,,,470,560,450,540,17,21,ACTB,,,,,,,,,,,,,,,,,,,,,,,,,,SATB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5788,Y,,,,,0.7,16.78,82.52,,,,1.75,10.84,87.41,,,,1.05,8.04,90.91,1465,1440,1530,,,,,3.14,96.86,720,745,33,,,100,42,24,,,,710,750,720,790,32,34,,SRS1,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,0.63,6.92,92.45,,,,1.26,20.12,78.62,32,34,30,34,33,35,,,,X,,X,,,,159,286,31,33,1490,730,760,34,32,35,,33,35,35,36,,,,,4.4,95.6,,,,,12.6,87.4
2023,12,5789,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5790,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,53,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5792,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5794,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5798,Y,,,,,3.57,24.21,72.22,,,0.79,2.78,19.05,77.38,,,,2,16.8,81.2,1477,1430,1520,,,,1.64,7.1,91.26,715,732,32,,,100,31,23,,,,700,750,710,780,32,34,,SRS1,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,2.71,7.07,90.22,,,,3.8,28.8,67.4,30,33,29,33,33,35,,,,X,,,,X,,184,252,,,1480,730,750,33,31,35,,,,,,,,,,,,,,,,,
2023,12,5800,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5802,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5803,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5805,Y,,,,9,59,30,2,,2,20,58,19,1,,,12,65,23,,1113,1030,1180,,,,47.5,47.5,5,570,540,24,,,100,11,5,,,,528,610,505,575,21,25,,SRS1,,,,,,,,,,,,,,,,,,,,,,,,X,,,,3,45,47,5,,,32,36,29,3,21,24,17,24,20,25,,,,,,,,,,38,92,,,1110,560,540,24,21,24,,,,,,,,,,,,,,,,,
2023,12,5807,Y,,,,1.7,34.3,51.4,12.7,,,4.1,52,36.3,7.6,,,1.7,43.8,46.9,7.6,1214,1140,1290,,,1.6,16.8,56.3,25.2,621,593,,,,,24,14,,,,580,660,550,640,24,30,,SRS1,,,,,,,,,,,,,,,,,,,,,,,,X,,,0.3,3.2,19.7,42.1,34.6,,,9.4,26.5,56.3,7.8,,,22,27,24,32,,,,X,X,X,,,,309,537,,,1210,620,590,27,25,27,,,,,,,,,,,,,,,,,
2023,12,5808,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5812,Y,,,,,,,,,,,,,,,,,,,,,,,,,25,50,25,,,,,,,10,1,14,,,,,,,,17,22,,SRS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,50,25,,,,25,50,25,,,,17,23,17,22,X,,,X,X,X,X,X,,14,1,17,18,,,,20,19,18,,20,22,22,23,,,25,50,25,,,,25,50,25,
2023,12,5813,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,570,560,24,,,96,87,17,,,,530,620,540,620,23,29,ACTB,,,,,,,,,,,,,,,,,,,X,X,,,,,X,SATB,,,,,,,,,,,,,,,,,,,X,,,X,,X,X,,,21,109,,,,580,580,26,,,,,,,,,,,,,,,,,,,
